street_address,zip_code,store_types,total_auth_count,deauth_count,address_history_years,churn_tier,store_names
1075 Liberty Ave,11208,Convenience Store | Medium Grocery Store | Small Grocery Store,7,7,16.5,High,4 Star Super Market | As-Salam Grocery and Halal Meat Inc | Liberty Food Valley | Liberty Supermarket & Halal Meat Inc | Ny Healthy Food Corp | ROKOMARI GROCERY& HALAL MEAT
1074 Neill Ave,10461,Convenience Store | Small Grocery Store,7,6,15.8,High,Al Haseeb 786 Corp | Neill Deli & Grocery Corp | Neill Gourmet Deli 2 Inc | Neill Gourmet Deli LLC | Neill Gourmet Deli Llc | Shree Ganesh 5 Inc
375 Pleasant Ave,10035,Convenience Store | Small Grocery Store,7,6,19.3,High,375 Express Deli Inc | Akid Grocery Corp | Al Bassam Deli Corp. | East River Deli And Grocery Inc | New Wagner Grocery Corp | Pleasant Finest Deli Corp
1218 Myrtle Ave,11221,Convenience Store | Small Grocery Store,7,7,28.7,High,EJ Organic Market Corp | Los Nietos Grocery Store | Los Salseros Grocery Store | MAGGI GROCERY STORE | Mello Grocery & Grill Corp | Myrtle Market Place Corp
829 Gates Ave,11221,Convenience Store | Medium Grocery Store | Small Grocery Store,7,8,21.3,High,829 Gates Food Corp | Contreras Deli Grocery 2 Corp | Duleimy Deli Grocery | Jhony Deli & Grocery Inc | MANNY DELI GROCERY | Sultan Deli Corp. 1
839 Trinity Ave,10456,Convenience Store | Medium Grocery Store | Small Grocery Store,7,7,19.7,High,"A & F Trinity Deli Meat& Grocery Inc | Best Grill 1, Corp | Best Hood Deli & Grocery Inc | Best Hood Deli & Smoke Shop Corp | Best Hood Deli 1 & Smoke Shop Corp | Gertrudys Grocery"
2048 Victory Blvd,10314,Medium Grocery Store | Small Grocery Store,7,7,19.9,High,"Jericho Halal Meat & Grocery Inc | Kessya Enterprises Inc | Ma Data Corp | Manna Grocery's | R & M Halal, Corp | Sunshine Inc/Beitunmuquaids"
3210 Fulton St,11208,Food Buying Co-op | Small Grocery Store,7,7,21.7,High,Fulton Minimarket Corp | Genesis Deli Grocery Corp | Gurabo Deli Grocery Corp | J & M DELI GROCERY INC | Mi Papito Grocery | Peralta Mini Market Corp
3323 Avenue H,11210,Convenience Store | Small Grocery Store,7,6,21.3,High,AVE H DELI 34 GROCERY CORP | K & S DELI GROCERY | M & W Deli Grocery Corp | Moody Deli &grocery Corp. | New Ave H Deli & Grocery Inc | Reem Avenue H Deli Corp.
1173 Broadway,11221,Convenience Store | Medium Grocery Store | Small Grocery Store,7,6,21,High,11 Mini Deli Market Corp | 1173 MINI MARKET INC | 3001 West 23 Rd Street Inc | Corner Express Deli And Food Inc | High Class Deli Corp | JAHEH MINI MARKET & DELI INC
5001 6th Ave,11220,Convenience Store | Medium Grocery Store | Small Grocery Store,7,8,22.6,High,5001 Xin Xin Grocery Inc. | Kang You Inc. | Kuai An Grocery Inc | PERALTA GROCERY | Sixth Avenue Trading Inc | Sunset Park Deli Inc
501 Seneca Ave,11385,Convenience Store | Fruits/Veg Specialty | Small Grocery Store,7,7,27.2,High,501 Family Deli Grocery Corp | 501 Seneca Deli&Grocery Corp | ERIC'S FRUIT & VEGETABLE STORE | Esperanza Minimarket Corp | Gana Deli & Grocery Corp. | THE CAPITAL OF THE WORLD DELI & GROCERY INC.
7 E 172nd St,10452,Convenience Store | Medium Grocery Store | Small Grocery Store,7,6,23.2,High,7 J & L Grocery Inc | 7 R & M DELI GROCERY | La Flota Deli Grocery Corp | Little Hill Deli Grocery Corp | Monteria Food Corp | Yenny Deli Grocery Corp
1680 Rockaway Pkwy,11236,Convenience Store | Small Grocery Store,7,6,21.3,High,1680 Rockaway Grocery Corp | Brooklyn To Go Deli Inc | Carnarsie Express Deli Corp | M & A DELI GROCERY INC | Noahs Deli Grocery | O & A Deli Grocery
714 Courtlandt Ave,10451,Convenience Store | Medium Grocery Store | Small Grocery Store,7,8,22,High,714 Courtlandt Deli Corp. | 714 GOURMET DELI & MARKET INC | Bestway 714 Mini Market Inc | Courtlandt Deli Corp. | NEW WAY 714 SUPERMARKET INC | Prince Deli Markets Inc
109 3rd Ave,11217,Convenience Store | Medium Grocery Store | Small Grocery Store,7,6,34.2,High,FF Vasquez Grocery Corp. | ISRAEL MINI MARKET | J J & Franklin Inc | J. J. & FRANKLYN GROCERY INC | Juanma Mini Market Corp | La Tercera Mini Market Corp
7218 5th Ave,11209,Convenience Store | Food Buying Co-op | Medium Grocery Store | Small Grocery Store,7,7,20.8,High,Algazali Marketing Inc | Bereket Halal Meat And Grocery Corporation | SUN DELI MART INC | Sun Deli Mart Inc | Sun Deli Mart Inc. | Zena Deli Grocery Inc
1665 Topping Ave,10457,Convenience Store | Medium Grocery Store | Small Grocery Store,7,10,30.6,High,1665 Justin Deli & Grocery Corp | BBI Grocery | Cerro Alto Deli Grocery Corp | DAVIDS GROCERY | El Gordo Deli Grocery Corp | Ivana Grocery Store
25 E Gun Hill Rd,10467,Convenience Store | Small Grocery Store,7,6,27.6,High,A & S Deli Grocery Corp I | Anyeli Deli Grocery Corp. | KINGS DELI & GROCERY Corp I | King Catering Ii Inc | Kings Finest Deli Inc | Kings Market Deli & Grocery Inc
1801 Pitkin Ave,11212,Convenience Store | Small Grocery Store,7,8,19.6,High,Elena Master Grocery Corp | Jose's Mini Market | Pitkin Ave Deli & Grill Inc | Pitkin Ave Deli & Grocery Corp | Pitkin Ave Deli & Grocery Corp. | Pitkin Avenue Grocery Corp
171 Broadway,10310,Convenience Store | Small Grocery Store,7,7,19.3,High,Brothers Convenient One Inc | Morning Breeze | Morning Breeze LLC | On Broadway Grill & Deli Corp | Oscar Food Corp. | Shree Ganesh-1 Inc
1701 McDonald Ave,11230,Large Grocery Store | Meat/Poultry Specialty | Medium Grocery Store | Small Grocery Store,7,6,21.2,High,AVENUE O INC | Eco Market | Makro Uz | Navruz Supermarket | ROYAL FRUIT BROOKLYN INC | Rosada Corp/Rossman Farms
315 Kings Hwy,11223,Convenience Store | Small Grocery Store,7,6,20.2,High,"315 Deli & Convenience Shop | Adam Deli & Grocery | Famous Grocery Inc | New Fine Grocery Store, Inc. | Srr Convenience Inc. | Sunmoon Grocery Inc"
901 Southern Blvd,10459,Convenience Store | Small Grocery Store,7,7,25.2,High,901 Gourmet Deli Corp | 99 Cent Days & Discount Inc. | A M DELI | Jimenez Fruits & Vegetables | NAS Famous Deli Inc | Southern Blvd Deli
3110 Bainbridge Ave,10467,Combination Grocery/Other | Convenience Store | Medium Grocery Store | Small Grocery Store,7,7,24.2,High,205 Gourmet Deli Corp | ADEN GROCERY CORP | Aden Deli Grocery | Asha Grocery & Halal Meat Inc. | Ez Serve Gourmet Deli Corp. | Madina Munawara Grocery & Halal Meat Inc
909 Livonia Ave,11207,Convenience Store | Medium Grocery Store | Small Grocery Store,7,6,17.6,High,Habib Livonia Deli Grocery Corp | Jimiy Grocery Corp | LIVONIA DELI GROCERY CORP | Last Stop 3 Deli Grocery Corp | Line 3 Deli & Grocery Corp | Livonia Deli Grocery
305 E 181st St,10457,Convenience Store | Small Grocery Store,7,6,21.5,High,305  Grocery Deli Corp | 305 E Deli Grocery Inc | 305 Gourmet Deli Grocery Inc | Food Market Grocery Store Inc | J & Y Mini Market Corp | MARTINEZ MINI MARKET CORP
688 E 187th St,10458,Combination Grocery/Other | Convenience Store | Small Grocery Store,7,7,16.6,High,E-Z Pass Gourmet Inc | EZ Pass Gourmet Inc | EZ Pass Halal Gourmet Deli Corp | Ez Pass Organic Deli Corp | Pass Organic Deli Corporation | Sam's Gourmet Deli Corp
1402 Gravesend Neck Rd,11229,Combination Grocery/Other | Fruits/Veg Specialty | Medium Grocery Store | Small Grocery Store,7,7,25,High,CSK FRUITS & VEGETABLES | Gravesendneckroad&fruit Vagetable | MIR Fresh Fruits & Vegetables | Odvin Corp | Paradise Fruit Market | REMS King #1 Inc
6720 5th Ave,11220,Large Grocery Store | Medium Grocery Store | Small Grocery Store,7,5,20.4,High,Five Star Halal Meat Corp | Halal Paradise Meat Corp | Leader Meat Distribution LLC | New Leader Helal Meat Ll Corp. | New Leader Helal Meat Ll Corporation | New Leader Meat Dist Corp
88 Essex St,10002,Combination Grocery/Other | Large Grocery Store | Meat/Poultry Specialty | Medium Grocery Store | Seafood Specialty,7,2,29.8,High,Essex Farm Inc | Essex Street Shambles | Formaggio Essex | Luis Meat Market | Luna Brothers Fruit Plaza | New Star Fish Market
110 Nostrand Ave,11205,Small Grocery Store,7,6,24.2,High,110 NOSTRAND AVE FOOD CORP | 110 Nostrand Ave Food Corp | Excellent Mini Market Corp | Five Star Deli Food Market Corp | Franklin Grocery 2 Corp. | Tbe Food Market Corp
665 Onderdonk Ave,11385,Convenience Store | Small Grocery Store,7,6,23.5,High,Antony Deli Grocery Inc | Bmi Deli & Grocery Corp | KD & W New York Inc | Mama O's Premium Kimchi Inc | N & D DELI GROCERY | N & D Deli Inc
531 Blake Ave,11207,Medium Grocery Store | Small Grocery Store | Supermarket,7,6,20.8,High,777 Food Corp | A E & S  Corp | BLAKE FOOD SUPERMARKET CORP | C Town Franchise Corp | JCA Family Food Corp DBA Power Supermarket | JCA Family Food Corp/Power Supermarket
119 W 225th St,10463,Medium Grocery Store | Small Grocery Store,7,5,19.6,High,"ALHOMAIDI GROCERY | C & G Gourmet & Deli Corp | E & J Meat and Grocery Corporation | Hilltop Gourmet Deli Inc. | Hilltop Mini-Market,Corp. | P & P Gourmet Deli, Inc."
684 Nostrand Ave,11216,Convenience Store | Small Grocery Store,7,7,21.4,High,688 Deli Grocery Corp | Abb Deli Grocery Corp | B Deli Grocery Corp | IBB DELI GROCERY CORP | Manifest Deli Inc | Mini Urban Inc.
9424 Kings Hwy,11212,Convenience Store | Medium Grocery Store,7,7,24.2,High,"9424 KINGS HIGHWAY CORP | Boston Minimarket Corp | Canarsie Mini Market Corp | Economic Food Market Corp | Kings Economic Food Market Corp | Kings Highway Deli And Grill 1, Inc."
6823 20th Ave,11204,Convenience Store | Small Grocery Store,7,6,23.8,High,Alma Food Market | Captain Fresh Food Mart | Catracho Deli Grocery Inc | Friendly Food Basket Inc | ISSIK KOOL CORP | Rosys Deli Grocery
2143 Barnes Ave,10462,Convenience Store | Food Buying Co-op | Meat/Poultry Specialty | Small Grocery Store,7,7,20.6,High,2143 Barnes Deli Grocery | 2143 Barnes Deli Grocery Corp | Barnes Meat Market Inc | Hot Spot Deli & Grocery II Corp | KEVIN DELI GROCERY CORP | La Placita Deli Grocery Corp
1201 Leland Ave,10472,Convenience Store | Medium Grocery Store | Small Grocery Store,7,7,31.2,High,G.L. Deli Grocery Inc | La Barbie Deli Grocery Corp | Ocoa Deli Grocery Inc | Papa Antonio #2 Grocery Inc | Papa Mario Grocery Inc | Randy Superette Corp
1078 Castleton Ave,10310,Convenience Store | Small Grocery Store,7,6,25.9,High,CASTLETON DELI | Castleton Deli & Grocery Corp | Castleton Grocery & Grill Inc | Island Finest Deli Corp | New Castleton Deli & Grocery Corp | New West Street Deli Inc.
6902 13th Ave,11228,Convenience Store | Medium Grocery Store | Small Grocery Store,7,6,20.6,High,6902 D Heights Deli & Grocery Corp | Cats International Group Corp | D Heights Deli & Grocery Corp | DYKER HEIGHTS FOOD CORP | HEIGHTS FOOD MART INC. | Leo One Inc.
3214 3rd Ave,10451,Convenience Store | Seafood Specialty | Small Grocery Store,7,7,24.5,High,3214 Deli House Corp. | Angel Fish Market | Diala Deli Gourmet Corp | Diala Gourmet Corp | ROH'S ANGEL FISH MARKET CORP | SUPERKING GOURMET DELI INC
131 E 183rd St,10453,Convenience Store | Small Grocery Store,7,8,21.8,High,131 Deli Grocery Corp | 183 Deli Grocery Corp | Esquina Deli Grocery Corp. | Justin Deli Grocery Corp | KATHERINE & J GROCERY CORP | Rey Deli Grocery Corp
317 Bushwick Ave,11206,Convenience Store | Medium Grocery Store | Small Grocery Store,7,6,20.7,High,2001 LATINO SUPERMARKET CORP | 317 Eagle Mini Mart Corp | Bushwick Supermarket Inc | Eagle Deli And Grill Inc | Eagle Mini Mart I | M A M Enterprise 1 Inc
900 Columbus Ave,10025,Convenience Store | Small Grocery Store,7,6,15.9,High,900 King Deli Corporation | 900 Parkside Gourmet Deli Inc | 900 Parkside Gourmet Inc | 900 Parkside W. Corp. | King Columbus Gourmet Deli Inc | Parkside Gourmet Inc
1151 Olmstead Ave,10472,Convenience Store | Medium Grocery Store | Small Grocery Store,7,9,20.4,High,77 Mega Deli Grocery | Edwin Deli Grocery 1 Corp | Los Cunados Deli Grocery Corp | Mega Caribe Deli Inc | ROSA'S CATERING DELI & GROC CORP | VILLATRINA DELI GROCERY CORP
600 Columbus Ave,10024,Convenience Store,7,7,10.3,High,7 ELEVEN 35522J | 7 Eleven 35522B | 7 Eleven Store 35522A | 7-Eleven 35522K | 7-Eleven 35522d | 7-Eleven Store 35522L
866 Union Ave,10459,Convenience Store | Small Grocery Store,7,6,18.6,High,D'Sosa Gourmet Deli Corp | LA GLORIA GROCERY & DELI INC | Lucky Alex Deli Grocery Inc | N and P Gourmet Deli Corp | S & R Gourmet Deli Corp | UNION AVE SUPER DELI GROCERY
614 Port Richmond Ave,10302,Convenience Store | Small Grocery Store,7,7,23.7,High,"Connies Neighborhood Deli Inc | KRIT FOOD MART INC | Orange Deli Corp | Paraiso Deli | SABREENA DELI, INC. | Uraga Deli Inc"
2706 Mermaid Ave,11224,Convenience Store | Small Grocery Store,7,6,12.5,High,2706 Surfside Deli Inc | City Pride Deli & Grocery | Deli Grocery & Grill Corp | Fatouh Deli Grocery & Grill Corp | Main Stop Deli & Grocery Corp | Rafy Deli And Grocery Corp.
1133 Morris Ave,10456,Convenience Store | Small Grocery Store,7,7,24.6,High,BERTO GROCERY CORP | Corner Fresh Market Corp | Emilia Gourmet Corp | Frost Deli | La Tropical Deli & Grocery Inc | Mcclellan Gourmet Deli Corp
8820 95th Ave,11416,Combination Grocery/Other | Convenience Store | Small Grocery Store,7,6,14.9,High,"Aayan Minimart Inc | Chacho Deli Grocery Corp | Masha Deli Corp | Mena Grocery Inc | NEW YORK REGAL DELI, INC | Norman Deli Inc"
272 Sherman Ave,10034,Convenience Store | Meat/Poultry Specialty | Small Grocery Store,7,7,22.4,High,272 Genesis Grocery Inc | 272 Grocery Inc | 272 SHERMAN MINI MARKET INC | Cedeno Deli Grocery Inc | El Marlene Grocery Corp | Marlene Grocery Corp
2614 3rd Ave,10454,Convenience Store | Small Grocery Store,7,7,21.8,High,3RD AVE FOOD CORP | 3rd Ave Blue Star Corp | Community Deli Inc | DYM DELI-GROCERY CORP | Hagar Deli Discount Corp | Zainson Deli Grocery Corp
268 Kings Hwy,11223,Convenience Store | Small Grocery Store,7,6,20.1,High,Golden Variety Store Inc | Kings 7 Deli & Grocery Inc | Kings Hwy Train Corp | Kings W7 Deli & Grocery Inc | M & G Variety Grocery Store Corp | N Train Express Deli
535 Marcy Ave,11206,Medium Grocery Store | Small Grocery Store,7,6,21,High,BMB MARCY FOOD CORP | Hyper Panda Corp | J.M.L. ATM SERVICES CORP | JML ATM Services Corp. | Marcy Food Market Corp | New Brooklyn Supermarket Corp
5309 4th Ave,11220,Convenience Store | Fruits/Veg Specialty | Small Grocery Store,7,6,19.7,High,"Aden Deli & Grill, Inc | Amigos Deli & Grill Inc. | Finest Deli & Grill Corp | Gourmet Deli Inc I | La Mexicana Fruits & Vegetables Market | Omega Deli & Grill Inc"
59 Stuyvesant Ave,11221,Convenience Store | Small Grocery Store,7,6,21.9,High,ACABA GROCERY CORP | L & E DELI CORP | Liriano Grocery | MAR Deli-Grocery Inc | Stuyvesant Deli Grocery Corp
112 Moffat St,11207,Convenience Store | Small Grocery Store,7,7,22.1,High,L.i.p. Deli Corp | Moffat Deli Grocery Corp | S.C. FOOD CORP | S.C. Food Corp | Wah Deli Corp | Wison Deli Corp
2500 White Plains Rd,10467,Combination Grocery/Other | Convenience Store | Small Grocery Store,7,6,20.3,High,1 Mace Deli & Grill Inc | AS & O Grocery Deli Corp | Dollar Express Store 9344 | Dollar General 19207 | Family Dollar 9344 | Mace Deli & Grill Inc
2570 86th St,11214,Convenience Store,7,7,14.2,High,"86 Stillwell Deli & Grill Incorporated | C K Deli & Grocery Inc | Eshak Deli & Grocery Corp | Express Gourmet Deli | Hanna Deli & Grocery, Corp. | Penuela Deli & Grocery Corp"
180 Bay 35th St,11214,Convenience Store | Medium Grocery Store | Small Grocery Store,7,7,25.5,High,Bay 35 St Grocery Inc | Bay 35th Deli Grocery Corp | Diamond Tiger Group Corp | Jimmy's Deli | Lucky 7 Smoke Shop & Deli Inc | Mom Deli & Grocery Inc
1126 Westchester Ave,10459,Convenience Store | Small Grocery Store,7,8,20.7,High,Bashar Deli Grocery | Dawoud Deli And Grocery Corp | Kareem Deli & Grocery Corporation | RAED DELI GROCERY CORP | Sammy's Deli & Grill Corp. | WESTCHESTER AVENUE DELI GROCERY CORP.
568 E 169th St,10456,Convenience Store | Small Grocery Store,7,6,24.1,High,"169 Deli Inc | 568 Mini Market Corp. | ARLETIS FOOD MINI MARKET, INC | Francis Deli Market Inc | Green Apple Gourmet Deli Inc | Villa Vasquez Grocery Deli Inc."
1150 Hylan Blvd,10305,Convenience Store | Small Grocery Store,7,7,22.8,High,"1150 Hylan Foodmart Inc | A.Z. 1150 Corp | GARY NEWSTAND INC | Highland Grocery Corp | Hylan Convenience, Inc. | K & K Deli & Groceries Inc"
8126 5th Ave,11209,Convenience Store | Fruits/Veg Specialty | Medium Grocery Store | Small Grocery Store,7,8,19.4,High,3 R U Grocery Inc | 5th Ave Smoke Shop & Grocery Inc. | 82nd Deli & Grocery Inc | 82nd St. Deli & Grocery Llc | ASA Deli & Supermarket Inc | CL Produce Market Inc
1478 Bedford Ave,11216,Convenience Store | Small Grocery Store,7,7,19.4,High,Ahmed Deli Grocery 1 Corp. 347-691-79 | Bedford Deli And Grocery Corp | Bedford Grocery Corp | Brooklyn Gourmet Deli | Brooklyn Gourmet Deli and Grocery Inc | Carimar Food Inc
803 8th Ave,10019,Convenience Store | Small Grocery Store,7,6,31.2,High,8th Ave Deli Corp. I | DISCOUNT SUPERMARKET | Middtown Food Corp I/dba Z Deli | Z Deli | Z Deli Grocery Corp | Z-grill & Pizzeria Corp.
8220 Roosevelt Ave,11372,Convenience Store | Medium Grocery Store,7,6,17.4,High,C & P Marketplace Inc | Gold Sea Trading Inc | Jin Pin Market | Jin Pin Market Inc. | Thomasc Family Mart | Thomasc Family Mart Llc
15711 Linden Blvd,11434,Large Grocery Store | Medium Grocery Store | Small Grocery Store,7,6,16.1,High,157 L And P Food Corp/Associated Supermarket | Akshar Mart Ny Inc | Deli Grocery Supermarket | Fresh Firm Halal Supermarket | Linden Supermarket Inc | Nilkanth Food Mart Inc
156 W 166th St,10452,Convenience Store | Medium Grocery Store | Small Grocery Store,7,6,24,High,166 Street Deli Corp. | 24 Hour Food Mart Inc. | Blue Line Deli And Food Mart Corp | Day & Night Deli Grocery Inc | Highbridge Food Corp. | MALEK GROCERY STORE
1551 Hassock St,11691,Convenience Store | Medium Grocery Store | Small Grocery Store,7,7,20.7,High,1551 Hassock Shop Smart | 1551 P.A. Food Corp | I & G Food Corp | J & F 1551 FOOD CORP | Papa Food Market Corp | S.A. 1551 Food Corp
1564 Park Pl,11213,Convenience Store | Medium Grocery Store | Small Grocery Store,7,6,22.9,High,Amaury Deli Food Corp | Amaury Grocery | Janett Grocery Store Corp | LURISE GROCERY | Matanzas Deli Market | Matanzas Deli Market Corp
57 Malcolm X Blvd,11221,Convenience Store | Small Grocery Store,7,6,33.4,High,Abukhalil Corp | Blue Grocery Store | Brooklyn Apple Deli Corp | Hermanos Organic Deli Corp | PEPINO GROCERY STORE | Sajoma Gourmet Corp
420 Foster Ave,11230,Convenience Store | Small Grocery Store | Unknown,7,8,27.6,High,"FRIENDLY FOODS | Ff Guerreros Deli & Grocery Llc | Igla Inc | Martinez Gonzalez II, Corp. | Saturn IVSP Inc | Wasinca Inc"
125 Marcy Pl,10452,Convenience Store | Medium Grocery Store | Small Grocery Store,7,6,17.6,High,Cirilo Deli Food | G P Deli Grocery Corp. | Kayle & Camilla Food Center & Deli Corp | Ortega Deli Grocery II Inc | Sabana Buey Para El Mundo Corp. | Saylon Deli Corp
1530 Mermaid Ave,11224,Convenience Store | Medium Grocery Store | Small Grocery Store,7,7,23.5,High,"1530 MERMAID DELI CORP. | Aden Deli Food Corp | Coney Island Finest Deli, Inc | J & A Deli Grocery Inc | JN Mini Market Inc | Mermaid Finest Deli"
1247 Webster Ave,10456,Convenience Store | Medium Grocery Store | Small Grocery Store,7,7,21.1,High,1247 Deli & Grocery Corp | 1247 FOOD MARKET CORP | JYG Deli Grocery Corp | LSD Deli Grocery Corp | Laysha Deli Grocery Corp | Three K's Deli Grocery Corp
1226 E Gun Hill Rd,10469,Convenience Store | Small Grocery Store,7,7,20.3,High,Gold Grill Deli Grocery Llc | Hot Grill Deli Corp | KJK DELI CORP | KJK Deli Corp | Mal Deli & Grocery Corporation | New Gold Grill Deli Grocery Inc
